"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"882","902","1968",NA,"female",NA,NA,"2007","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"883","518","2000",NA,"unknown",NA,NA,"2029","COIMBRA                        OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614","FARO                          ALBUFEIRA","FARO","ALBUFEIRA","-8.2478796","37.0890719"
"884","330","1883",NA,"male",NA,NA,"1913","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","SETUBAL                       SANTIAGO DO CACEM","SETUBAL","SANTIAGO DO CACEM","-8.6956768","38.0162314"
"885","561","1920",NA,"male",NA,NA,"1952","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"886","835","1895",NA,"male",NA,NA,"1921","COIMBRA                        COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145","VISEU                         CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713"
"887","761","1899",NA,"male",NA,NA,"1927","AVEIRO                         MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"888","717","1986",NA,"male",NA,NA,"2009","AVEIRO                         SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"889","239","1968",NA,"male",NA,NA,"1990","BRAGA                          ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169","SETUBAL                       ALCOCHETE","SETUBAL","ALCOCHETE","-8.9628696","38.7562753"
"890","445","1928",NA,"unknown",NA,NA,"1957","LEIRIA                         ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"891","405","1956",NA,"female",NA,NA,"1994","VISEU                          TAROUCA","VISEU","TAROUCA","-7.7750036","41.0174461","VIANA DO CASTELO              VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917"
"892","543","1946",NA,"male",NA,NA,"1985","VISEU                          SATÃO","VISEU","SATÃO","-7.7321201","40.7423572","COIMBRA                       COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145"
"893","475","1912",NA,"unknown",NA,NA,"1937","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"894","686","1914",NA,"male",NA,NA,"1934","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","SANTAREM                      SALVATERRA DE MAGOS","SANTAREM","SALVATERRA DE MAGOS","-8.794182","39.0272019"
"895","21","1970",NA,"male",NA,NA,"1998","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","LISBOA                        LOURINHÃ","LISBOA","LOURINHÃ","-9.3129511","39.2414853"
"896","7","1880",NA,"male",NA,NA,"1902","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","COIMBRA                       CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015"
"897","518","1995",NA,"unknown",NA,NA,"2021","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685",NA,NA,NA,NA,NA
"898","365","1985",NA,"female",NA,NA,"2019","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"899","689","1905",NA,"male",NA,NA,"1942","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","LEIRIA                        CASTANHEIRA DE PERA","LEIRIA","CASTANHEIRA DE PERA","-8.2125382","40.0058478"
"900","950","1880",NA,"female",NA,NA,"1904","VISEU                          SATÃO","VISEU","SATÃO","-7.7321201","40.7423572","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"901","789","1905",NA,"unknown",NA,NA,"1929","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"902","688","1922",NA,"male",NA,NA,"1948","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","COIMBRA                       PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146"
"903","686","1954",NA,"unknown",NA,NA,"1974","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685","PORTO                         POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685"
"904","648","2000",NA,"female",NA,NA,"2039","BRAGANCA                       MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545","COIMBRA                       GOIS","COIMBRA","GOIS","-8.1106319","40.155204"
"905","265","1997",NA,"unknown",NA,NA,"2035","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","SANTAREM                      SANTAREM","SANTAREM","SANTAREM","-8.6860119","39.2366618"
"906","66","1876",NA,"unknown",NA,NA,"1904","VISEU                          NELAS","VISEU","NELAS","-7.8498679","40.537787","BRAGA                         ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169"
"907","626","1970",NA,"female",NA,NA,"1994","VISEU                          MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"908","20","1923",NA,"unknown",NA,NA,"1944","VIANA DO CASTELO               ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516","COIMBRA                       ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499"
"909","693","1930",NA,"female",NA,NA,"1963","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"910","943","1969",NA,"unknown",NA,NA,"1996","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","AVEIRO                        ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236"
"911","178","1970",NA,"male",NA,NA,"1994","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","VIANA DO CASTELO              MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971"
"912","921","1925",NA,"female",NA,NA,"1962","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"913","136","1929",NA,"unknown",NA,NA,"1956","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"914","744","1934",NA,"female",NA,NA,"1974","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","PORTO                         POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685"
"915","710","1964",NA,"male",NA,NA,"1991","BRAGANCA                       ALFANDEGA DA FE","BRAGANCA","ALFANDEGA DA FE","-6.9601807","41.344363","AVEIRO                        AGUEDA","AVEIRO","AGUEDA","-8.4464368","40.5754246"
"916","765","1906",NA,"female",NA,NA,"1933","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"917","784","1984",NA,"unknown",NA,NA,"2010","PORTO                          BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715","BRAGANCA                      CARRAZEDA DE ANSIÃES","BRAGANCA","CARRAZEDA DE ANSIÃES","-7.3075557","41.2428631"
"918","34","1908",NA,"female",NA,NA,"1945","COIMBRA                        OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"919","73","1876",NA,"female",NA,NA,"1898","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"920","762","1899",NA,"male",NA,NA,"1939","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","C BRANCO                      BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063"
"921","155","1944",NA,"male",NA,NA,"1971","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","BRAGA                         VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161"
"922","382","1937",NA,"male",NA,NA,"1973","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","LEIRIA                        ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177"
"923","290","1990",NA,"male",NA,NA,"2027","VIANA DO CASTELO               MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971","AVEIRO                        AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489"
"924","373","1993",NA,"male",NA,NA,"2025","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"925","262","1901",NA,"female",NA,NA,"1927","COIMBRA                        OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614","VISEU                         PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295"
"926","540","1957",NA,"female",NA,NA,"1986","AVEIRO                         ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914","BRAGANCA                      MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545"
"927","447","1935",NA,"male",NA,NA,"1974","GUARDA                         AGUIAR DA BEIRA","GUARDA","AGUIAR DA BEIRA","-7.5454104","40.816453","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"928","60","1965",NA,"female",NA,NA,"1989","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"929","560","1946",NA,"male",NA,NA,"1970","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"930","385","1960",NA,"male",NA,NA,"1988","BRAGANCA                       MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545","FARO                          FARO","FARO","FARO","-7.96288387248353","37.0550990714004"
"931","674","1956",NA,"male",NA,NA,"1990","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","BRAGANCA                      MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545"
"932","632","1998",NA,"unknown",NA,NA,"2026","SANTAREM                       ALPIARÇA","SANTAREM","ALPIARÇA","-8.5820055","39.2591889","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"933","516","2005",NA,"unknown",NA,NA,"2045","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"934","36","1879",NA,"unknown",NA,NA,"1914","PORTO                          VALONGO","PORTO","VALONGO","-8.498352","41.1887594","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"935","520","1886",NA,"female",NA,NA,"1922","BRAGA                          AMARES","BRAGA","AMARES","-8.349917","41.6336322","LEIRIA                        MARINHA GRANDE","LEIRIA","MARINHA GRANDE","-8.9318059","39.7503802"
"936","802","1930",NA,"unknown",NA,NA,"1952","VISEU                          NELAS","VISEU","NELAS","-7.8498679","40.537787","PORTO                         PAREDES","PORTO","PAREDES","-8.3303867","41.2051674"
"937","49","1989",NA,"unknown",NA,NA,"2017","VIANA DO CASTELO               MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971","FARO                          LAGOS","FARO","LAGOS","-8.6730275","37.1027881"
"938","47","1942",NA,"male",NA,NA,"1973","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"939","785","1943",NA,"unknown",NA,NA,"1981","AVEIRO                         ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"940","102","1951",NA,"male",NA,NA,"1977","VISEU                          VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807","SETUBAL                       ALMADA","SETUBAL","ALMADA","-9.1651047","38.6765238"
"941","844","1977",NA,"male",NA,NA,"2006","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","PORTO                         PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808"
"942","106","1986",NA,"male",NA,NA,"2015","VILA REAL                      SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"943","411","1968",NA,"female",NA,NA,"2001","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","C BRANCO                      COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633"
"944","23","1928",NA,"unknown",NA,NA,"1966","BRAGA                          ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169","COIMBRA                       SOURE","COIMBRA","SOURE","-8.6218634","40.0604197"
"945","260","1900",NA,"male",NA,NA,"1924","BRAGANCA                       MIRANDA DO DOURO","BRAGANCA","MIRANDA DO DOURO","-6.27151467826203","41.502561271749","VILA REAL                     CHAVES","VILA REAL","CHAVES","-7.4731648","41.741781"
"946","188","1926",NA,"female",NA,NA,"1947","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","SETUBAL                       SESIMBRA","SETUBAL","SESIMBRA","-9.1014903","38.444217"
"947","333","1917",NA,"female",NA,NA,"1952","GUARDA                         AGUIAR DA BEIRA","GUARDA","AGUIAR DA BEIRA","-7.5454104","40.816453","AVEIRO                        CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444"
"948","837","1892",NA,"male",NA,NA,"1922","C BRANCO                       PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"949","809","1917",NA,"male",NA,NA,"1947","BRAGA                          GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486","AVEIRO                        MEALHADA","AVEIRO","MEALHADA","-8.4534853","40.3784627"
"950","428","1906",NA,"unknown",NA,NA,"1931","BRAGA                          GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486","VILA REAL                     MONTALEGRE","VILA REAL","MONTALEGRE","-7.7878704","41.82663"
"951","457","2000",NA,"female",NA,NA,"2020","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","VIANA DO CASTELO              VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917"
"952","62","1973",NA,"female",NA,NA,"1994","COIMBRA                        COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145","SANTAREM                      ALMEIRIM","SANTAREM","ALMEIRIM","-8.6259188","39.2075584"
"953","11","1928",NA,"male",NA,NA,"1968","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"954","187","1931",NA,"female",NA,NA,"1952","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","VISEU                         NELAS","VISEU","NELAS","-7.8498679","40.537787"
"955","39","1959",NA,"unknown",NA,NA,"1983","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","LISBOA                        CADAVAL","LISBOA","CADAVAL","-9.1027435","39.2433571"
"956","267","1900",NA,"male",NA,NA,"1923","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","SANTAREM                      ALMEIRIM","SANTAREM","ALMEIRIM","-8.6259188","39.2075584"
"957","672","1906",NA,"male",NA,NA,"1930","SANTAREM                       CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166","COIMBRA                       CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015"
"958","210","1883",NA,"unknown",NA,NA,"1911","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"959","763","1922",NA,"unknown",NA,NA,"1957","BRAGA                          ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
